GENE,CHR,START,STOP,STRAND,SIZE
AC017028.3,2,239655993,239656086,-,94
AC017028.4,2,239656091,239656184,-,94
AC017028.9,2,239656238,239656331,-,94
AC017028.5,2,239656385,239656478,-,94
AC017028.8,2,239672331,239672429,-,99
MIR4441,2,239672460,239672559,-,100
AC017028.7,2,239672976,239673075,-,100
AC017028.1,2,239748430,239748990,-,561
MIR4269,2,239892094,239892177,+,84
MIR2467,2,239938356,239938436,-,81
AC062017.1,2,239988067,239988995,+,929
AC079612.1,2,240164932,240172725,+,7794
AC079612.2,2,240212329,240217470,+,5142
RP11-315F22.1,2,240321587,240322169,+,583
AC093802.1,2,240349491,240389514,+,40024
NDUFA10,2,240480792,240613492,-,132701
MIR4786,2,240531105,240531184,-,80
OR6B2,2,240617514,240618579,-,1066
PRR21,2,240629903,240631072,-,1170
OR6B3,2,240633167,240634162,-,996
OR9S24P,2,240667523,240668452,+,930
OR5S1P,2,240697192,240698142,+,951
AC013469.1,2,240702580,240712977,+,10398
MYEOV2,2,240714653,240724897,-,10245
OTOS,2,240727119,240732652,-,5534
AC124861.1,2,240815650,240844125,-,28476
AC124861.2,2,240849805,240849950,-,146
GPC1,2,241023761,241056166,+,32406
AC110619.2,2,241037405,241044804,-,7400
AC110619.1,2,241038854,241040521,-,1668
MIR149,2,241044091,241044179,+,89
ANKMY1,2,241067512,241157299,-,89788
DUSP28,2,241148144,241152104,+,3961
RNPEPL1,2,241153894,241166822,+,12929
RP11-27M15.1,2,241170790,241174789,-,4000
CAPN10,2,241174806,241205795,+,30990
GPR35,2,241193521,241219349,+,25829
AQP12B,2,241264508,241270996,-,6489
AC011298.1,2,241273151,241273378,-,228
AC011298.2,2,241274424,241278504,+,4081
AQP12A,2,241279935,241286573,+,6639
KIF1A,2,241301854,241408398,-,106545
AGXT,2,241456569,241468592,+,12024
C2orf54,2,241474138,241484979,-,10842
AC104809.3,2,241506875,241581401,+,74527
AC104809.4,2,241542707,241555541,-,12835
AC104809.2,2,241569605,241574162,-,4558
SNED1,2,241586928,241683656,+,96729
AC093585.6,2,241598135,241598834,-,700
AC005237.4,2,241603689,241652206,-,48518
MTERFD2,2,241663142,241690420,-,27279
PASK,2,241694187,241738352,-,44166
AC005237.2,2,241706813,241707031,+,219
PPP1R7,2,241737664,241771740,+,34077
ANO7,2,241776597,241813465,+,36869
HDLBP,2,241815352,241905149,-,89798
AC104841.2,2,241815992,241817523,+,1532
AC104841.1,2,241833290,241833387,-,98
2-Sep,2,241903188,241942115,+,38928
AC005104.3,2,241939428,241941192,-,1765
FARP2,2,241944331,242082929,+,138599
MIR3133,2,242065993,242066070,+,78
AC110299.5,2,242066404,242067081,+,678
STK25,2,242080762,242097818,-,17057
BOK-AS1,2,242132491,242147065,-,14575
BOK,2,242146809,242162219,+,15411
THAP4,2,242172493,242225537,-,53045
RNA5SP122,2,242173056,242173163,+,108
ATG4B,2,242225301,242261945,+,36645
DTYMK,2,242263830,242275079,-,11250
AC133528.2,2,242278502,242282377,+,3876
ING5,2,242290123,242317566,+,27444
AC114730.11,2,242312703,242313781,-,1079
D2HGDH,2,242322667,242356904,+,34238
AC114730.8,2,242322803,242323586,-,784
AC114730.7,2,242342881,242343828,-,948
GAL3ST2,2,242364913,242392296,+,27384
AC114730.5,2,242389004,242389995,-,992
AC114730.3,2,242398080,242401784,-,3705
NEU4,2,242398593,242407412,+,8820
AC114730.2,2,242435205,242435861,+,657
PDCD1,2,242440706,242449733,-,9028
CXXC11,2,242460425,242464648,+,4224
AC131097.3,2,242472187,242669546,+,197360
AC131097.4,2,242484809,242493375,-,8567
AC093642.3,2,242561507,242568100,+,6594
AC093642.4,2,242616007,242617000,-,994
AC093642.6,2,242638519,242674962,-,36444
RP11-341N2.1,2,242678178,242679281,-,1104
AC093642.5,2,242679457,242750977,+,71521
CICP10,2,242710680,242710877,-,198
AC134873.1,2,242713111,242713293,+,183
AY269186.1,3,40431,41175,+,745
AY269186.2,3,70031,71029,-,999
CHL1-AS2,3,212441,214024,-,1584
CHL1,3,213279,426090,+,212812
U6,3,299372,299475,-,104
RPS8P6,3,325397,326005,-,609
CHL1-AS1,3,380053,402478,-,22426
AC090044.1,3,552914,862698,+,309785
AC087431.1,3,634472,634997,-,526
AC090044.2,3,873807,874774,+,968
AC087430.1,3,1024819,1029618,+,4800
Metazoa_SRP,3,1082266,1082559,-,294
CNTN6,3,1109260,1420901,+,311642
AC026214.2,3,1410857,1411132,-,276
AC090043.1,3,1612461,1612929,-,469
AC090042.1,3,1746754,1747158,+,405
RPL21P17,3,1922335,1922809,+,475
RP11-204C23.1,3,1979065,2004154,-,25090
7SK,3,2105617,2105895,-,279
CNTN4,3,2115497,3074645,+,959149
CNTN4-AS2,3,2127093,2160925,-,33833
AC026882.1,3,2378942,2379422,+,481
DNAJC19P4,3,3001915,3002259,-,345
CNTN4-AS1,3,3055717,3077829,-,22113
IL5RA,3,3086233,3143297,-,57065
SNORA43,3,3119597,3119699,+,103
TRNT1,3,3143600,3167563,+,23964
CRBN,3,3165676,3196394,-,30719
AC026188.1,3,3267371,3643980,-,376610
AC024158.1,3,3663140,3663262,+,123
SUMF1,3,3717498,4483965,-,766468
LRRN1,3,3816121,3864387,+,48267
PNPT1P1,3,3998665,4000979,-,2315
SETMAR,3,4319988,4334251,+,14264
MRPS10P2,3,4431264,4431644,-,381
ITPR1-AS1,3,4507575,4509847,-,2273
ITPR1,3,4510032,4864524,+,354493
EGOT,3,4765876,4768274,-,2399
AC018816.3,3,4830978,4903977,-,73000
snoU13,3,4895283,4895386,-,104
BHLHE40-AS1,3,4913493,4996646,-,83154
BHLHE40,3,4995801,5002008,+,6208
RNF10P1,3,5085361,5085729,-,369
UBTFL8,3,5096897,5101114,-,4218
Y_RNA,3,5102863,5102964,-,102
AC090955.5,3,5116312,5116546,+,235
ARL8B,3,5138905,5197596,+,58692
AC026202.3,3,5173590,5204014,-,30425
AC026202.1,3,5204227,5204982,-,756
EDEM1,3,5204331,5236642,+,32312
MIR4790,3,5266862,5266940,-,79
Metazoa_SRP,3,5269613,5269908,-,296
AC026202.5,3,5272220,5273446,-,1227
AC027119.1,3,5979529,6140807,+,161279
AC026167.1,3,6165171,6382572,+,217402
AC091069.1,3,6224956,6225258,+,303
AC069277.2,3,6507166,6752816,+,245651
GRM7-AS3,3,6648376,6822136,-,173761
AC024162.2,3,6709006,6709775,+,770
GRM7,3,6786688,7758215,+,971528
MRPS36P1,3,6789724,6790030,-,307
GRM7-AS2,3,6909319,6910709,-,1391
GRM7-AS1,3,7536428,7577020,-,40593
LMCD1-AS1,3,7969492,8628610,-,659119
AC069276.1,3,8023164,8023248,-,85
AC018832.1,3,8096009,8129611,+,33603
U4atac,3,8381215,8381334,-,120
AC023481.1,3,8381393,8383078,-,1686
LMCD1,3,8518393,8584805,+,66413
LINC00312,3,8588468,8590561,+,2094
AC034187.2,3,8590412,8609810,-,19399
SSUH2,3,8636086,8761726,-,125641
OR7E122P,3,8704829,8705845,+,1017
AC034187.4,3,8712000,8712076,+,77
AC034187.1,3,8712735,8712803,-,69
AC034187.5,3,8712863,8712942,+,80
AC034187.3,3,8716697,8716784,+,88
CAV3,3,8750486,8858492,+,108007
OXTR,3,8767094,8786314,-,19221
AC068312.1,3,8787877,8787973,+,97
RAD18,3,8792088,8980457,-,188370
SNORA43,3,8948179,8948316,+,138
SRGAP3,3,8997275,9379737,-,382463
SRGAP3-AS1,3,9030807,9032663,+,1857
SRGAP3-AS2,3,9209177,9211137,+,1961
SRGAP3-AS3,3,9233579,9234771,+,1193
SRGAP3-AS4,3,9273443,9274191,+,749
RP11-380O24.1,3,9309272,9379987,-,70716
PGAM1P4,3,9365071,9365952,+,882
SETD5-AS1,3,9366373,9415263,-,48891
THUMPD3,3,9379526,9403475,+,23950
SETD5,3,9414299,9495924,+,81626
AC018506.1,3,9442941,9443034,-,94
RP11-58B17.2,3,9515045,9516253,-,1209
LHFPL4,3,9518481,9570486,-,52006
DUSP5P2,3,9617432,9619412,+,1981
MTMR14,3,9666117,9719077,+,52961
CPNE9,3,9720491,9746592,+,26102
BRPF1,3,9748413,9764702,+,16290
OGG1,3,9766628,9804903,+,38276
CAMK1,3,9774026,9786676,-,12651
TADA3,3,9796544,9809695,-,13152
ARPC4,3,9809179,9830035,+,20857
ARPC4-TTLL3,3,9809798,9852085,+,42288
TTLL3,3,9824770,9871822,+,47053
RP11-266J6.2,3,9829446,9829781,-,336
RPUSD3,3,9854533,9861286,-,6754
CIDEC,3,9883398,9896938,-,13541
JAGN1,3,9907238,9911033,+,3796
IL17RE,3,9919296,9933086,+,13791
IL17RC,3,9933758,9950314,+,16557
U6,3,9935735,9935837,-,103
CRELD1,3,9950506,9962097,+,11592
RP11-1020A11.1,3,9952390,9952942,+,553
PRRT3,3,9962226,9969078,-,6853
PRRT3-AS1,3,9964088,9971471,+,7384
RP11-1020A11.2,3,9975401,9979223,+,3823
EMC3,3,9979221,10027800,-,48580
AC034193.5,3,10003577,10023674,+,20098
CYCSP10,3,10017331,10017624,-,294
AC022007.5,3,10023102,10027893,-,4792
CIDECP,3,10030932,10043049,-,12118
FANCD2,3,10043098,10118614,+,75517
U6,3,10054236,10054339,+,104
AC034193.7,3,10074657,10074971,-,315
FANCD2OS,3,10098001,10124915,-,26915
BRK1,3,10132276,10143874,+,11599
snoU13,3,10150069,10150172,+,104
VHL,3,10157692,10168904,+,11213
snoU13,3,10157834,10157931,+,98
IRAK2,3,10181549,10260427,+,78879
U6,3,10233896,10234003,+,108
TATDN2,3,10264707,10302480,+,37774
LINC00852,3,10301103,10302430,+,1328
GHRL,3,10302359,10309631,-,7273
GHRLOS,3,10302472,10309334,+,6863
SEC13,3,10309815,10337862,-,28048
ATP2B2,3,10340707,10724716,-,384010
MIR378B,3,10346913,10346969,+,57
MIR885,3,10411173,10411246,-,74
AC090841.1,3,10498647,10498709,+,63
ATP2B2-IT1,3,10582939,10587059,-,4121
ATP2B2-IT2,3,10642706,10643492,-,787
LINC00606,3,10776169,10780877,-,4709
AC018495.3,3,10784149,10788403,+,4255
SLC6A11,3,10832885,10957419,+,124535
SLC6A1,3,11009410,11055933,+,46524
SLC6A1-AS1,3,11022784,11035910,-,13127
HRH1,3,11153779,11280243,+,126465
CHCHD4P4,3,11250942,11251268,-,327
ATG7,3,11288995,11574139,+,285145
AC083855.5,3,11307092,11307349,-,258
AC026185.1,3,11504774,11504947,-,174
VGLL4,3,11572544,11737220,-,164677
AC090939.1,3,11736930,11741453,-,4524
TAMM41,3,11806916,11863393,-,56478
FANCD2P2,3,11876148,11907646,+,31499
CYCSP12,3,11895304,11895603,-,300
NUP210P2,3,11916485,11917719,+,1235
MARK2P14,3,11923001,11928787,+,5787
AC090958.5,3,11926108,11927239,-,1132
Metazoa_SRP,3,11969264,11969559,-,296
SYN2,3,12020876,12207900,+,187025
ACTG1P12,3,12086695,12087860,+,1166
AC026166.1,3,12087538,12087621,+,84
TIMP4,3,12169551,12175851,-,6301
AC026166.2,3,12181799,12182142,-,344
GSTM5P1,3,12274300,12274959,-,660
PPARG,3,12303867,12450855,+,146989
AC091492.2,3,12344502,12344773,+,272
TSEN2,3,12500931,12556122,+,55192
U6,3,12518122,12518203,-,82
RNA5SP123,3,12527594,12527712,-,119
U6,3,12531205,12531306,+,102
C3orf83,3,12531433,12577558,-,46126
MKRN2-AS1,3,12556692,12561963,-,5272
MKRN2,3,12573513,12600212,+,26700
RAF1,3,12600100,12680725,-,80626
snoU13,3,12649233,12649333,+,101
CRIP1P1,3,12690198,12690382,+,185
TMEM40,3,12750024,12785956,-,35933
KRT18P17,3,12803892,12805170,-,1279
CAND2,3,12812971,12888415,+,75445
RPL32,3,12850984,12858087,-,7104
SNORA7A,3,12856811,12856949,-,139
AC034198.7,3,12867158,12867359,+,202
RP11-767C1.1,3,12894021,12901710,-,7690
IQSEC1,3,12913719,13089617,-,175899
RP11-715I4.1,3,13069467,13069622,-,156
NUP210,3,13332737,13436809,-,104073
AC027124.3,3,13476794,13476898,-,105
AC027124.2,3,13476924,13477389,-,466
HDAC11-AS1,3,13493482,13496553,-,3072
HDAC11,3,13496224,13522916,+,26693
FBLN2,3,13548824,13654923,+,106100
LINC00620,3,13667197,13763133,+,95937
AC093611.2,3,13734418,13734508,-,91
AC093611.1,3,13754559,13754630,-,72
WNT7A,3,13832756,13896619,-,63864
VN1R20P,3,13943311,13944276,+,966
FGD5P1,3,13949554,13953990,+,4437
TPRXL,3,13953757,14099312,+,145556
VN1R21P,3,14105608,14106372,-,765
CHCHD4,3,14128581,14141371,-,12791
TMEM43,3,14141441,14160180,+,18740
RP11-434D12.1,3,14153645,14164549,+,10905
AC093495.4,3,14161321,14164785,+,3465
XPC,3,14161648,14195287,-,33640
LSM3,3,14194862,14217623,+,22762
RP11-536I6.2,3,14288877,14320349,-,31473
RP11-536I6.1,3,14364955,14369072,-,4118
RNA5SP124,3,14411152,14411261,+,110
SLC6A6,3,14419080,14505861,+,86782
GRIP2,3,14505623,14558592,-,52970
U6,3,14547493,14547599,-,107
RHBDF1P1,3,14589363,14591303,-,1941
AC090952.5,3,14664705,14665943,-,1239
CCDC174,3,14668275,14689170,+,20896
C3orf20,3,14691610,14789545,+,97936
AC090957.2,3,14781463,14783951,-,2489
RP11-95M5.1,3,14815842,14827925,-,12084
FGD5,3,14835473,14950899,+,115427
FGD5-AS1,3,14936858,14964935,-,28078
NR2C2,3,14964095,15070111,+,106017
MRPS25,3,15058971,15081846,-,22876
ZFYVE20,3,15086584,15115674,-,29091
AC090954.5,3,15148359,15148719,-,361
AC090954.1,3,15150894,15151041,-,148
RPS3AP53,3,15157891,15158668,+,778
COL6A4P1,3,15168344,15222470,-,54127
CAPN7,3,15222663,15269429,+,46767
Y_RNA,3,15253511,15253604,-,94
SH3BP5-AS1,3,15270695,15281004,+,10310
SH3BP5,3,15271364,15357879,-,86516
snoU13,3,15333131,15333233,+,103
U6,3,15356260,15356366,+,107
HMGN2P7,3,15391884,15392156,-,273
METTL6,3,15397786,15457077,-,59292
EAF1,3,15443866,15459124,+,15259
U6,3,15449621,15449727,-,107
EAF1-AS1,3,15452682,15460580,-,7899
COLQ,3,15466644,15538262,-,71619
MIR4270,3,15512750,15512819,-,70
Metazoa_SRP,3,15523136,15523416,-,281
HACL1,3,15577215,15618342,-,41128
BTD,3,15617852,15662333,+,44482
ANKRD28,3,15683747,15876282,-,192536
MIR3134,3,15713809,15713882,-,74
Metazoa_SRP,3,15755026,15755319,+,294
MIR563,3,15890282,15890360,+,79
AC090945.1,3,15894558,15896082,+,1525
GALNT15,3,16191160,16248503,+,57344
AC090953.1,3,16244425,16244961,+,537
DPH3,3,16274489,16281483,-,6995
OXNAD1,3,16281710,16353826,+,72117
RFTN1,3,16332356,16530537,-,198182
RP11-194G10.3,3,16547282,16548313,+,1032
LINC00690,3,16552831,16557884,+,5054
DAZL,3,16603303,16686817,-,83515
AC010139.1,3,16636032,16636129,-,98
AC091493.2,3,16704497,16713990,-,9494
AC091493.1,3,16709256,16710713,-,1458
PLCL2,3,16819163,17107090,+,287928
MIR3714,3,16949692,16949756,+,65
PLCL2-AS1,3,17059238,17060688,-,1451
AC090644.1,3,17152146,17152218,-,73
TBC1D5,3,17174903,18461313,-,1286411
AC090960.1,3,17349622,17349927,+,306
AC140076.1,3,17481646,17482006,+,361
RNU7-10P,3,17681459,17681521,+,63
AC104451.2,3,17722554,17722729,-,176
AC104297.1,3,17888225,17889094,-,870
PDCL3P3,3,17893951,17894665,-,715
AC132807.1,3,18006519,18012040,+,5522
SATB1,3,18361868,18462084,-,100217
AC144521.1,3,18461520,18934188,+,472669
RAD23BP1,3,18555169,18556395,+,1227
U6,3,18971439,18971545,-,107
KCNH8,3,19164950,19552142,+,387193
MIR4791,3,19331344,19331427,-,84
EFHB,3,19895968,19963521,-,67554
HSPA8P18,3,19956765,19959806,-,3042
RAB5A,3,19963575,20001671,+,38097
PP2D1,3,19996457,20028826,-,32370
U4,3,20013299,20013421,+,123
AC097635.4,3,20024348,20024743,-,396
AC097635.5,3,20028948,20029102,+,155
KAT2B,3,20056519,20170900,+,114382
MIR3135A,3,20154061,20154137,+,77
SGOL1,3,20177089,20202788,-,25700
SGOL1-AS1,3,20190740,20202923,+,12184
RNY4P22,3,20209278,20209370,-,93
U6,3,20285461,20285566,-,106
AC107622.1,3,20358964,20367424,+,8461
RP11-669C19.1,3,20404745,20407058,+,2314
U6,3,20524140,20524252,-,113
AC104441.1,3,21154759,21154837,-,79
AC104183.1,3,21405029,21405113,-,85
VENTXP7,3,21422222,21423179,+,958
ZNF385D,3,21434919,22389816,-,954898
ZNF385D-AS1,3,21559312,21596455,+,37144
AC023798.1,3,21846234,21846333,+,100
ZNF385D-AS2,3,21959062,21996324,+,37263
HMGB1P5,3,22398314,22399424,+,1111
AC092421.1,3,22686696,22687206,-,511
RANP7,3,22920630,22921646,+,1017
SALL4P5,3,23006318,23008077,+,1760
AC099544.2,3,23150867,23151319,+,453
UBE2E2-AS1,3,23211565,23219073,-,7509
UBE2E2,3,23219515,23608288,+,388774
Y_RNA,3,23290302,23290405,+,104
AC121251.1,3,23406156,23406404,-,249
AC092038.1,3,23415995,23416064,-,70
AC092038.2,3,23496992,23497073,-,82
U6,3,23630156,23630254,-,99
U6,3,23657984,23658087,-,104
AC020626.1,3,23784106,23784199,+,94
UBE2E1-AS1,3,23820519,23823400,-,2882
UBE2E1,3,23822398,23907811,+,85414
AC124914.3,3,23895476,23895993,-,518
NKIRAS1,3,23908155,23963086,-,54932
RPL15,3,23933040,23940187,+,7148
NR1D2,3,23961755,23997113,+,35359
LINC00691,3,24112764,24119733,-,6970
NPM1P23,3,24113007,24113855,-,849
THRB,3,24133655,24511777,-,378123
RPL31P20,3,24447243,24447602,+,360
THRB-IT1,3,24471631,24475929,-,4299
THRB-AS1,3,24510582,24516837,+,6256
MIR4792,3,24537857,24537930,-,74
EIF3KP2,3,24572329,24572954,+,626
AC133680.1,3,24704414,25190800,+,486387
Metazoa_SRP,3,25036658,25036958,-,301
RNA5SP125,3,25041502,25041621,+,120
RARB,3,25190827,25614427,+,423601
CFL1P7,3,25340669,25341154,+,486
RNA5SP126,3,25368779,25368887,-,109
AC133141.1,3,25457659,25457997,-,339
SNORD5,3,25572038,25572101,-,64
TOP2B,3,25614479,25681402,-,66924
MIR4442,3,25681368,25681434,-,67
CRIP1P2,3,25703391,25703618,+,228
NGLY1,3,25735439,25806534,-,71096
AC092798.2,3,25765983,25766391,+,409
TAF9BP1,3,25771420,25772165,+,746
AC092798.1,3,25785155,25785206,-,52
OXSM,3,25799412,25811029,+,11618
LINC00692,3,25875028,25890195,-,15168
RPEP2,3,26032164,26032864,+,701
HMGB3P12,3,26232817,26233372,+,556
VENTXP4,3,26363176,26364133,-,958
AC099754.1,3,26635825,26639185,-,3361
LRRC3B,3,26639301,26727271,+,87971
AC114877.3,3,26728802,26729859,+,1058
AC114877.1,3,26770432,26770571,-,140
NEK10,3,27126580,27385955,-,259376
MINOS1P3,3,27231311,27231513,-,203
U6,3,27282075,27282178,-,104
AC099535.1,3,27379061,27379153,-,93
SLC4A7,3,27389218,27500915,-,111698
Metazoa_SRP,3,27435833,27436129,-,297
RPS20P15,3,27479001,27479311,+,311
AC099535.4,3,27502742,27503112,+,371
U1,3,27530366,27530527,+,162
AC137675.1,3,27541848,27541889,+,42
Y_RNA,3,27564252,27564353,-,102
AC098614.1,3,27640697,27640951,-,255
AC098614.2,3,27649471,27650215,+,745
AC098614.3,3,27719624,27720063,-,440
EOMES,3,27732444,27739210,-,6767
AC098973.2,3,27819257,27907796,+,88540
AC098973.1,3,27847383,27850631,-,3249
AC092415.1,3,28013705,28045099,-,31395
CMC1,3,28258079,28341637,+,83559
AZI2,3,28331498,28365622,-,34125
ZCWPW2,3,28365641,28554617,+,188977
FAM96AP1,3,28444458,28444939,-,482
AC093142.2,3,28464220,28464568,+,349
LINC00693,3,28591286,28774300,+,183015
AC097361.1,3,29027737,29027831,+,95
MESTP4,3,29103891,29105094,+,1204
RBMS3-AS3,3,29280689,29307221,-,26533
RBMS3,3,29297477,30026890,+,729414
AC098650.1,3,29385832,29385916,-,85
RPS12P5,3,29407343,29407713,+,371
RBMS3-AS2,3,29632470,29659304,-,26835
AC092796.1,3,29814147,29814320,-,174
RBMS3-AS1,3,29943306,29950651,-,7346
AC099048.1,3,30005359,30006955,+,1597
AC137674.1,3,30154743,30154810,+,68
AC137674.2,3,30155455,30155528,-,74
U3,3,30320817,30321031,-,215
AC116035.1,3,30541241,30543681,+,2441
AC116035.2,3,30541486,30542709,-,1224
TGFBR2,3,30622998,30710638,+,87641
AC096921.2,3,30642919,30643293,-,375
RP11-1024P17.1,3,30714157,30716072,+,1916
GADL1,3,30742696,30911261,-,168566
hsa-mir-466,3,31178200,31178283,-,84
CNN2P6,3,31198247,31199146,-,900
RNA5SP127,3,31245211,31245343,+,133
AC115283.1,3,31285503,31285902,+,400
AC099540.1,3,31412433,31412527,+,95
THRAP3P1,3,31469328,31472390,+,3063
STT3B,3,31549134,31654116,+,104983
OSBPL10,3,31674386,32094076,-,419691
OSBPL10-AS1,3,31720554,31738148,+,17595
ZNF587P1,3,31810966,31812671,+,1706
ZNF860,3,31998267,32008124,+,9858
RPL21P40,3,32046692,32047174,+,483
SNORA25,3,32054022,32054149,+,128
Y_RNA,3,32062369,32062475,+,107
MKI67IPP7,3,32080470,32083107,-,2638
GPD1L,3,32122185,32185209,+,63025
AC094019.4,3,32167579,32168391,-,813
snoU13,3,32189152,32189256,+,105
AC097639.8,3,32207243,32208123,+,881
RP11-384L8.1,3,32253184,32255074,-,1891
CMTM8,3,32255175,32386821,+,131647
KRT18P15,3,32275436,32276726,+,1291
AC097639.1,3,32276224,32276315,+,92
CMTM7,3,32408167,32499563,+,91397
CMTM6,3,32497808,32519904,-,22097
AC104306.1,3,32524451,32524821,+,371
AC104306.2,3,32532222,32532316,+,95
DYNC1LI1,3,32542467,32587370,-,44904
AC104306.4,3,32609468,32609808,-,341
IGBP1P3,3,32637399,32638398,-,1000
AC138972.1,3,32651718,32652050,-,333
CNOT10,3,32701641,32790371,+,88731
CNOT10-AS1,3,32747131,32753950,-,6820
SUGT1P2,3,32769406,32770397,+,992
AC139452.2,3,32802142,32802612,+,471
TRIM71,3,32834514,32908775,+,74262
CCR4,3,32968070,32972845,+,4776
GLB1,3,33013104,33113726,-,100623
SEC13P1,3,33050359,33051306,+,948
AC112211.3,3,33093700,33093987,+,288
TMPPE,3,33106917,33113297,-,6381
Metazoa_SRP,3,33119504,33119800,+,297
CRTAP,3,33130475,33160157,+,29683
SUSD5,3,33166541,33235711,-,69171
AC123900.2,3,33206729,33206824,-,96
FBXL2,3,33293521,33420158,+,126638
UBP1,3,33404832,33457867,-,53036
U7,3,33430646,33430707,+,62
